&lurdshar;,⥊
&ldrushar;,⥋
&LeftRightVector;,⥎
&RightUpDownVector;,⥏
&DownLeftRightVector;,⥐
&LeftUpDownVector;,⥑
&LeftVectorBar;,⥒
&RightVectorBar;,⥓
&RightUpVectorBar;,⥔
&RightDownVectorBar;,⥕
&DownLeftVectorBar;,⥖
&DownRightVectorBar;,⥗
&LeftUpVectorBar;,⥘
&LeftDownVectorBar;,⥙
&LeftTeeVector;,⥚
&RightTeeVector;,⥛
&RightUpTeeVector;,⥜
&RightDownTeeVector;,⥝
&DownLeftTeeVector;,⥞
&DownRightTeeVector;,⥟
&LeftUpTeeVector;,⥠
&LeftDownTeeVector;,⥡
&lHar;,⥢
&uHar;,⥣
&rHar;,⥤
&dHar;,⥥
&luruhar;,⥦
&ldrdhar;,⥧
&ruluhar;,⥨
&rdldhar;,⥩
&lharul;,⥪
&llhard;,⥫
&rharul;,⥬
&lrhard;,⥭
&udhar; &UpEquilibrium;,⥮
&duhar; &ReverseUpEquilibrium;,⥯
&RoundImplies;,⥰
&erarr;,⥱
&simrarr;,⥲
&larrsim;,⥳
&rarrsim;,⥴
&rarrap;,⥵
&ltlarr;,⥶
&gtrarr;,⥸
&subrarr;,⥹
&suplarr;,⥻
&lfisht;,⥼
&rfisht;,⥽
&ufisht;,⥾
&dfisht;,⥿
&lopar;,⦅
&ropar;,⦆
&lbrke;,⦋
&rbrke;,⦌
&lbrkslu;,⦍
&rbrksld;,⦎
&lbrksld;,⦏
&rbrkslu;,⦐
&langd;,⦑
&rangd;,⦒
&lparlt;,⦓
&rpargt;,⦔
&gtlPar;,⦕
&ltrPar;,⦖
&vzigzag;,⦚
&vangrt;,⦜
&angrtvbd;,⦝
&ange;,⦤
&range;,⦥
&dwangle;,⦦
&uwangle;,⦧
&angmsdaa;,⦨
&angmsdab;,⦩
&angmsdac;,⦪
&angmsdad;,⦫
&angmsdae;,⦬
&angmsdaf;,⦭
&angmsdag;,⦮
&angmsdah;,⦯
&bemptyv;,⦰
&demptyv;,⦱
&cemptyv;,⦲
&raemptyv;,⦳
&laemptyv;,⦴
&ohbar;,⦵
&omid;,⦶
&opar;,⦷
&operp;,⦹
&olcross;,⦻
&odsold;,⦼
&olcir;,⦾
&ofcir;,⦿
&olt;,⧀
&ogt;,⧁
&cirscir;,⧂
&cirE;,⧃
&solb;,⧄
&bsolb;,⧅
&boxbox;,⧉
&trisb;,⧍
&rtriltri;,⧎
&LeftTriangleBar;,⧏
&RightTriangleBar;,⧐
&race;,⧚
&iinfin;,⧜
&infintie;,⧝
&nvinfin;,⧞
&eparsl;,⧣
&smeparsl;,⧤
&eqvparsl;,⧥
&lozf; &blacklozenge;,⧫
&RuleDelayed;,⧴
&dsol;,⧶
&xodot; &bigodot;,⨀
&xoplus; &bigoplus;,⨁
&xotime; &bigotimes;,⨂
&xuplus; &biguplus;,⨄
&xsqcup; &bigsqcup;,⨆
&qint; &iiiint;,⨌
&fpartint;,⨍
&cirfnint;,⨐
&awint;,⨑
&rppolint;,⨒
&scpolint;,⨓
&npolint;,⨔
&pointint;,⨕
&quatint;,⨖
&intlarhk;,⨗
&pluscir;,⨢
&plusacir;,⨣
&simplus;,⨤
&plusdu;,⨥
&plussim;,⨦
&plustwo;,⨧
&mcomma;,⨩
&minusdu;,⨪
&loplus;,⨭
&roplus;,⨮
&Cross;,⨯
&timesd;,⨰
&timesbar;,⨱
&smashp;,⨳
&lotimes;,⨴
&rotimes;,⨵
&otimesas;,⨶
&Otimes;,⨷
&odiv;,⨸
&triplus;,⨹
&triminus;,⨺
&tritime;,⨻
&iprod; &intprod;,⨼
&amalg;,⨿
&capdot;,⩀
&ncup;,⩂
&ncap;,⩃
&capand;,⩄
&cupor;,⩅
&cupcap;,⩆
&capcup;,⩇
&cupbrcap;,⩈
&capbrcup;,⩉
&cupcup;,⩊
&capcap;,⩋
&ccups;,⩌
&ccaps;,⩍
&ccupssm;,⩐
&And;,⩓
&Or;,⩔
&andand;,⩕
&oror;,⩖
&orslope;,⩗
&andslope;,⩘
&andv;,⩚
&orv;,⩛
&andd;,⩜
&ord;,⩝
&wedbar;,⩟
&sdote;,⩦
&simdot;,⩪
&congdot;,⩭
&easter;,⩮
&apacir;,⩯
&apE;,⩰
&eplus;,⩱
&pluse;,⩲
&Esim;,⩳
&Colone;,⩴
&Equal;,⩵
&eDDot; &ddotseq;,⩷
&equivDD;,⩸
&ltcir;,⩹
&gtcir;,⩺
&ltquest;,⩻
&gtquest;,⩼
&les; &LessSlantEqual; &leqslant;,⩽
&ges; &GreaterSlantEqual; &geqslant;,⩾
&lesdot;,⩿
&gesdot;,⪀
&lesdoto;,⪁
&gesdoto;,⪂
&lesdotor;,⪃
&gesdotol;,⪄
&lap; &lessapprox;,⪅
&gap; &gtrapprox;,⪆
&lne; &lneq;,⪇
&gne; &gneq;,⪈
&lnap; &lnapprox;,⪉
&gnap; &gnapprox;,⪊
&lEg; &lesseqqgtr;,⪋
&gEl; &gtreqqless;,⪌
&lsime;,⪍
&gsime;,⪎
&lsimg;,⪏
&gsiml;,⪐
&lgE;,⪑
&glE;,⪒
&lesges;,⪓
&gesles;,⪔
&els; &eqslantless;,⪕
&egs; &eqslantgtr;,⪖
&elsdot;,⪗
&egsdot;,⪘
&el;,⪙
&eg;,⪚
&siml;,⪝
&simg;,⪞
&simlE;,⪟
&simgE;,⪠
&LessLess;,⪡
&GreaterGreater;,⪢
&glj;,⪤
&gla;,⪥
&ltcc;,⪦
&gtcc;,⪧
&lescc;,⪨
&gescc;,⪩
&smt;,⪪
&lat;,⪫
&smte;,⪬
&late;,⪭
&bumpE;,⪮
&pre; &preceq; &PrecedesEqual;,⪯
&sce; &succeq; &SucceedsEqual;,⪰
&prE;,⪳
&scE;,⪴
&prnE; &precneqq;,⪵
&scnE; &succneqq;,⪶
&prap; &precapprox;,⪷
&scap; &succapprox;,⪸
&prnap; &precnapprox;,⪹
&scnap; &succnapprox;,⪺
&Pr;,⪻
&Sc;,⪼
&subdot;,⪽
&supdot;,⪾
&subplus;,⪿
&supplus;,⫀
&submult;,⫁
&supmult;,⫂
&subedot;,⫃
&supedot;,⫄
&subE; &subseteqq;,⫅
&supE; &supseteqq;,⫆
&subsim;,⫇
&supsim;,⫈
&subnE; &subsetneqq;,⫋
&supnE; &supsetneqq;,⫌
&csub;,⫏
&csup;,⫐
&csube;,⫑
&csupe;,⫒
&subsup;,⫓
&supsub;,⫔
&subsub;,⫕
&supsup;,⫖
&suphsub;,⫗
&supdsub;,⫘
&forkv;,⫙
&topfork;,⫚
&mlcp;,⫛
&Dashv; &DoubleLeftTee;,⫤
&Vdashl;,⫦
&Barv;,⫧
&vBar;,⫨
&vBarv;,⫩
&Vbar;,⫫
&Not;,⫬
&bNot;,⫭
&rnmid;,⫮
&cirmid;,⫯
&midcir;,⫰
&topcir;,⫱
&nhpar;,⫲
&parsim;,⫳
&parsl;,⫽
&fflig;,ﬀ
&filig;,ﬁ
&fllig;,ﬂ
&ffilig;,ﬃ
&ffllig;,ﬄ
&Ascr;,𝒜
&Cscr;,𝒞
&Dscr;,𝒟
&Gscr;,𝒢
&Jscr;,𝒥
&Kscr;,𝒦
&Nscr;,𝒩
&Oscr;,𝒪
&Pscr;,𝒫
&Qscr;,𝒬
&Sscr;,𝒮
&Tscr;,𝒯
&Uscr;,𝒰
&Vscr;,𝒱
&Wscr;,𝒲
&Xscr;,𝒳
&Yscr;,𝒴
&Zscr;,𝒵
&ascr;,𝒶
&bscr;,𝒷
&cscr;,𝒸
&dscr;,𝒹
&fscr;,𝒻
&hscr;,𝒽
&iscr;,𝒾
&jscr;,𝒿
&kscr;,𝓀
&lscr;,𝓁
&mscr;,𝓂
&nscr;,𝓃
&pscr;,𝓅
&qscr;,𝓆
&rscr;,𝓇
&sscr;,𝓈
&tscr;,𝓉
&uscr;,𝓊
&vscr;,𝓋
&wscr;,𝓌
&xscr;,𝓍
&yscr;,𝓎
&zscr;,𝓏
&Afr;,𝔄
&Bfr;,𝔅
&Dfr;,𝔇
&Efr;,𝔈
&Ffr;,𝔉
&Gfr;,𝔊
&Jfr;,𝔍
&Kfr;,𝔎
&Lfr;,𝔏
&Mfr;,𝔐
&Nfr;,𝔑
&Ofr;,𝔒
&Pfr;,𝔓
&Qfr;,𝔔
&Sfr;,𝔖
&Tfr;,𝔗
&Ufr;,𝔘
&Vfr;,𝔙
&Wfr;,𝔚
&Xfr;,𝔛
&Yfr;,𝔜
&afr;,𝔞
&bfr;,𝔟
&cfr;,𝔠
&dfr;,𝔡
&efr;,𝔢
&ffr;,𝔣
&gfr;,𝔤
&hfr;,𝔥
&ifr;,𝔦
&jfr;,𝔧
&kfr;,𝔨
&lfr;,𝔩
&mfr;,𝔪
&nfr;,𝔫
&ofr;,𝔬
&pfr;,𝔭
&qfr;,𝔮
&rfr;,𝔯
&sfr;,𝔰
&tfr;,𝔱
&ufr;,𝔲
&vfr;,𝔳
&wfr;,𝔴
&xfr;,𝔵
&yfr;,𝔶
&zfr;,𝔷
&Aopf;,𝔸
&Bopf;,𝔹
&Dopf;,𝔻
&Eopf;,𝔼
&Fopf;,𝔽
&Gopf;,𝔾
&Iopf;,𝕀
&Jopf;,𝕁
&Kopf;,𝕂
&Lopf;,𝕃
&Mopf;,𝕄
&Oopf;,𝕆
&Sopf;,𝕊
&Topf;,𝕋
&Uopf;,𝕌
&Vopf;,𝕍
&Wopf;,𝕎
&Xopf;,𝕏
&Yopf;,𝕐
&aopf;,𝕒
&bopf;,𝕓
&copf;,𝕔
&dopf;,𝕕
&eopf;,𝕖
&fopf;,𝕗
&gopf;,𝕘
&hopf;,𝕙
&iopf;,𝕚
&jopf;,𝕛
&kopf;,𝕜
&lopf;,𝕝
&mopf;,𝕞
&nopf;,𝕟
&oopf;,𝕠
&popf;,𝕡
&qopf;,𝕢
&ropf;,𝕣
&sopf;,𝕤
&topf;,𝕥
&uopf;,𝕦
&vopf;,𝕧
&wopf;,𝕨
&xopf;,𝕩
&yopf;,𝕪
&zopf;,𝕫
