81566947,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\direct\201908
75040919,D:/OneDrive/Pictures\HDD pictures\Photos
70661980,D:/OneDrive/Pictures\2020\March\.thumbnails
67830515,D:/OneDrive/Pictures\2020\August\Image
67135894,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\modules\cinebench\cpu\tex
63782733,D:/OneDrive/Pictures\HDD pictures\ig edits\Tango\no
63065184,D:/OneDrive/Pictures\2019\16-06-2019\Screenshots
62112473,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\InstaDownload\Videos
57921752,D:/OneDrive/Pictures\2020\23-01-2020\Download
52996151,D:/OneDrive/Pictures\Screenshots\760\remote\1222700\screenshots
49006625,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Characters\Barnabas
48455386,D:/OneDrive/Pictures\2020\June-July\Screenshots
43635844,D:/OneDrive/Pictures\2019\01-12-2019\WhatsApp\Media\WhatsApp Video\Sent
43449257,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Characters\Cultist
42528556,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\direct\201907
42528556,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\direct\201907
42528556,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\direct\201907
41809932,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Characters\Sokrates
40159136,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\videos\201908
40159136,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\videos\201908
40159136,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\videos\201908
39097929,D:/OneDrive/Pictures\2020\April\Screenshots
38823829,D:/OneDrive/Pictures\2021\April\Screenshots
36914131,D:/OneDrive/Pictures\HDD pictures\ig edits\Tango
36852635,D:/OneDrive/Pictures\2019\01-12-2019\WhatsApp\Databases
36504842,D:/OneDrive/Pictures\2021\May\WhatsApp Images
36236265,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\photos
36172139,D:/OneDrive/Pictures\2021\April\.thumbnails
35270840,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\videos\201907
35270840,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\videos\201907
35270840,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\videos\201907
33019940,D:/OneDrive/Pictures\Screenshots\18408063881743171584\screenshots
32664442,D:/OneDrive/Pictures\Screenshots\12429510396879044608\screenshots
32445818,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Logo
32119383,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Card\D07102019_001\100NIKON
31885631,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Wallpapers
29482845,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\Shelby Photos
29292028,D:/OneDrive/Pictures\2019\01-12-2019\WhatsApp\Media\WhatsApp Video
28838118,D:/OneDrive/Pictures\HDD pictures\photoshop
28099702,D:/OneDrive/Pictures\2020\July\Screenshots
27617469,D:/OneDrive/Pictures\2019\01-12-2019\WhatsApp\Media\WhatsApp Images\Sent
27546125,D:/OneDrive/Pictures\2021\June\.thumbnails
26968009,D:/OneDrive/Pictures\2020\August\Screenshots
26253182,D:/OneDrive/Pictures\2020\March\Screenshots
25293877,D:/OneDrive/Pictures\HDD pictures\blender
24672614,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115
24170547,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\plugins\bench\ogl
23540764,D:/OneDrive/Pictures\2020\P900\January-2020
23312652,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\plugins\bench\ogl\refimages
23213496,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\modules\embree.module\libs\win64
23130442,D:/OneDrive/Pictures\2019\01-12-2019\WhatsApp\Media\WhatsApp Images
22592604,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201907
22592604,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201907
22592604,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201907
22202880,D:/OneDrive/Pictures\2021\June\Screenshots
22023607,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\WhatsApp\Media\WhatsApp Images
21902897,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\plugins\bench\ogl\tex
21855310,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201908
21855310,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201908
21855310,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201908
20980260,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Pictures\Screenshots
20966534,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Headers\Facebook
20319562,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\plugins\bench\cpu\tex
20232048,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201903
20232048,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201903
20232048,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201903
20201594,D:/OneDrive/Pictures\2019\01-12-2019\Screenshots
19731129,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201902
19731129,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201902
19731129,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201902
19197127,D:/OneDrive/Pictures\Screenshots\312660\screenshots
19182473,D:/OneDrive/Pictures\HDD pictures\photoshop\mom
19171922,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\schemes\CB
19013065,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\modules\c4dplugin\schemes\CB
18891086,D:/OneDrive/Pictures\HDD pictures\shared media
18576728,D:/OneDrive/Pictures\2020\August\Download
18563343,D:/OneDrive/Pictures\2020\Febuary\.thumbnails
16893831,D:/OneDrive/Pictures\2020\July\WhatsApp Images\Sent
15737083,D:/OneDrive/Pictures\2020\August\WhatsApp Images
15320354,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\DCIM\Camera
15246054,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Profile Pictures
13853683,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\direct\201904
13853683,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\direct\201904
13853683,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\direct\201904
13563519,D:/OneDrive/Pictures\2021\January\.thumbnails
13392152,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\libs\win64
13160368,D:/OneDrive/Pictures\HDD pictures\Uplay\Fan_Kit\Headers\Twitter
13159390,D:/OneDrive/Pictures\2020\October\.thumbnails
13026907,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201908
13026907,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201908
13026907,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201908
12741880,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20
12475449,D:/OneDrive/Pictures\2019\24-08-2019 (Majorca)\Screenshots\Instagram
11814613,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Blender
11684588,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\plugins\bench\cpu
11243924,D:/OneDrive/Pictures\2020\October\WhatsApp Images
10901834,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201906
10901834,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201906
10901834,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201906
10748442,D:/OneDrive/Pictures\HDD pictures\Photos\computer
10631477,D:/OneDrive/Pictures\2020\P900\July\good
10485928,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201905
10485928,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201905
10485928,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201905
10312135,D:/OneDrive/Pictures\Screenshots\11230214167577231360\screenshots
10270005,D:/OneDrive/Pictures\Uplay\Watch Dogs  Legion
10020381,D:/OneDrive/Pictures\Screenshots\532210\screenshots
9984087,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201904
9984087,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201904
9984087,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201904
9957977,D:/OneDrive/Pictures\HDD pictures\Bench Marks
9877102,D:/OneDrive/Pictures\Uplay\Far Cry® Primal
9852346,D:/OneDrive/Pictures\Screenshots\760\remote\371660\screenshots
9742848,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\libs\win64
9733225,D:/OneDrive/Pictures\HDD pictures\Uplay\Assassin's Creed® Syndicate
9585787,D:/OneDrive/Pictures\HDD pictures\Uplay\STEEP Steam
9456463,D:/OneDrive/Pictures\Screenshots\760\remote\730\screenshots\thumbnails
8846227,D:/OneDrive/Pictures\HDD pictures\photoshop\dad
8779261,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Pictures\.thumbnails
8759560,D:/OneDrive/Pictures\HDD pictures\Photos\l4d2\Zoey
7981157,D:/OneDrive/Pictures\Screenshots\730\screenshots\thumbnails
7604278,D:/OneDrive/Pictures\2020\March\WhatsApp Images
7201976,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Nikon_WU\Card\D16092020_001\100NIKON
7176825,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\modules\c4dplugin\icons
6813158,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\direct\201903
6813158,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\direct\201903
6813158,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\direct\201903
6638695,D:/OneDrive/Pictures\Instagram\Screenshots
6638695,D:/OneDrive/Pictures\HDD pictures\Instagram\Screenshots
6560536,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201907
6560536,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201907
6560536,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201907
6558161,D:/OneDrive/Pictures\Screenshots\447040\screenshots\thumbnails
6545159,D:/OneDrive/Pictures\Screenshots\1463120\screenshots
6409776,D:/OneDrive/Pictures\2020\August\.thumbnails
6236772,D:/OneDrive/Pictures\HDD pictures\downloads
6056889,D:/OneDrive/Pictures\Screenshots\870780\screenshots
6002523,D:/OneDrive/Pictures\HDD pictures\Uplay\Assassin's Creed® Odyssey
5999914,D:/OneDrive/Pictures\HDD pictures\Uplay\Tom Clancy's Rainbow Six® Siege
5995995,D:/OneDrive/Pictures\Screenshots\550\screenshots
5873518,D:/OneDrive/Pictures\2020\Febuary\Screenshots
5652482,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Movies\cyberlink\ActionDirector
5641933,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201903
5641933,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201903
5641933,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201903
5551856,D:/OneDrive/Pictures\Screenshots\760\remote\550\screenshots
5500954,D:/OneDrive/Pictures\2019\01-12-2019\WhatsApp\Media\WhatsApp Documents
5335093,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\videos\201902
5335093,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\videos\201902
5335093,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\videos\201902
5292357,D:/OneDrive/Pictures\HDD pictures\gran
5103846,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\icons
5096819,D:/OneDrive/Pictures\Screenshots\760\remote\812140\screenshots\thumbnails
5072776,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\newman
5061471,D:/OneDrive/Pictures\2020\July\.thumbnails
5018504,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\modeling
5016439,D:/OneDrive/Pictures\Screenshots\1091500\screenshots
4563500,D:/OneDrive/Pictures\Instagram\jared.turck_20190901
4563500,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901
4563500,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901
4429621,D:/OneDrive/Pictures\Screenshots\440\screenshots
4372560,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US photos collection
4344680,D:/OneDrive/Pictures\HDD pictures\Uplay\Tom Clancy's The Division™
4234968,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\xtensions\preview_scenes
4036461,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\CaribbeanBeach.hwt\preview
4017385,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Card\D05102019_001\100NIKON
3927091,D:/OneDrive/Pictures\Screenshots\760\remote\582160\screenshots\thumbnails
3817646,D:/OneDrive/Pictures\Screenshots\760\remote\750920\screenshots
3813377,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\videos\201809
3813377,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\videos\201809
3813377,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\videos\201809
3755836,D:/OneDrive/Pictures\Screenshots\552520\screenshots\thumbnails
3737480,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\objects
3607332,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Card\D18112019_001\100NIKON
3466152,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\.Cache\Transfer
3444530,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\WhatsApp\Media\WhatsApp Documents
3407098,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201905
3407098,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201905
3407098,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201905
3386777,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Card\D16102019_001\100NIKON
3353858,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201906
3353858,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201906
3353858,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201906
3201866,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Capture\C30092019_001
3178429,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\InstaDownload\Images
3130122,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\direct\201902
3130122,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\direct\201902
3130122,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\direct\201902
3091336,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\xtensions
3062610,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Rainbow.hwt\preview
3038366,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Flowers.hwt\preview
3029950,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\photos\201803
3029950,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\photos\201803
3029950,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\photos\201803
3008191,D:/OneDrive/Pictures\2020\June-July\.thumbnails
2976693,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\modules\shadernodes.module
2936086,D:/OneDrive/Pictures\HDD pictures\Bench Marks\3dmark results
2848701,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Pearl.hwt\preview
2832473,D:/OneDrive/Pictures\2020\August\WhatsApp Images\Sent
2832070,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Firefly.hwt\wallpaper
2813832,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\modules\mograph
2707561,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Ripple10.hwt\preview
2615184,D:/OneDrive/Pictures\Instagram\jared.turck_20190901\stories\201904
2615184,D:/OneDrive/Pictures\HDD pictures\Instagram\jared.turck_20190901\stories\201904
2615184,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat\jared.turck_20190901\stories\201904
2611871,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Capture\C29092019_001
2602192,D:/OneDrive/Pictures\2019\08-08-2019 (US holiday)\US chat
2598035,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\Card\D29092019_001\100NIKON
2530075,D:/OneDrive/Pictures\2019\15-09-2019 (helicopter ride)\Layout
2523565,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Sweet.hwt\wallpaper
2517460,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\onlineupdater\res
2496515,D:/OneDrive/Pictures\2020\March\WhatsApp Images\Sent
2495296,D:/OneDrive/Pictures\2020\September\cache\latest
2495296,D:/OneDrive/Pictures\2020\August\cache\latest
2480824,D:/OneDrive/Pictures\HDD pictures\minecraft
2464626,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Watercolor.hwt\wallpaper
2459616,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\WhatsApp\Media\WhatsApp Audio\Sent
2433460,D:/OneDrive/Pictures
2367013,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Rose.hwt\preview
2365087,D:/OneDrive/Pictures\2019\01-12-2019\Nikon_WU\.Cache\Image
2357640,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\modules\advanced render\sky
2333401,D:/OneDrive/Pictures\Uplay\Far Cry® New Dawn
2286506,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Pearl.hwt\wallpaper
2250120,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CINEBENCHR15.038\CINEBENCH R15.038_RC184115\resource\modules\sla
2249073,D:/OneDrive/Pictures\Screenshots\760\remote\12419681329862410240\screenshots
2241525,D:/OneDrive/Pictures\Uplay\Discovery Tour  Ancient Greece by Ubisoft
2234228,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Watercolor.hwt\preview
2193808,D:/OneDrive/Pictures\Screenshots\760\remote\1222700\screenshots\thumbnails
2187179,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\Rainbow.hwt\wallpaper
2185056,D:/OneDrive/Pictures\HDD pictures\Lightroom\Lightroom Catalog Previews.lrdata\A\A606
2155648,D:/OneDrive/Pictures\HDD pictures\Bench Marks\Cinebench\CinebenchR20\resource\modules\ca2\visualselector
2141561,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Huawei\Themes\.cache\CaribbeanBeach.hwt\wallpaper
2134212,D:/OneDrive/Pictures\2021\Feburary\phoneback replace\Movies\.thumbnails
