Name,Series,Form,Type,Capacity,Cache,Price/GB
Toshiba HDD3A01,,3.5",7200RPM,2TB,16MB,
Seagate ST2000NC000,Constellation CS ISE,3.5",7200RPM,2TB,64MB,
Hitachi HD31000 IDK/7K,Deskstar,3.5",7200RPM,1TB,32MB,
Seagate ST9500424AS,Momentus,2.5",7200RPM,500GB,16MB,
Western Digital WD3200JBRTL,Caviar SE,3.5",7200RPM,320GB,8MB,
Seagate ST3320413AS,Barracuda,3.5",7200RPM,320GB,16MB,
Seagate ST500NM0041,Constellation ES,3.5",7200RPM,500GB,64MB,
Seagate ST9640320AS,Momentus,2.5",5400RPM,640GB,8MB,£0.344
Hitachi 7K1000.C,Deskstar,3.5",7200RPM,320GB,16MB,
Seagate ST3000VX004,SV35 Series,3.5",5400RPM,3TB,64MB,
Seagate ST2000VX004,SV35 Series,3.5",5400RPM,2TB,64MB,
Seagate ST6000NM0004,Enterprise,3.5",7200RPM,6TB,128MB,
Toshiba HDKBB097,,2.5",5400RPM,750GB,8MB,
Axiom 0A89478-AX,,3.5",7200RPM,3TB,64MB,
Seagate ST2000VX005,Surveillance HDD,3.5",5900RPM,2TB,64MB,£0.050
Seagate ST5000VX0011,Surveillance HDD,3.5",5400RPM,5TB,128MB,£0.042
Seagate ST6000NM0084,,3.5",7200RPM,6TB,128MB,
Hitachi HTS543225A7A384 (0A78602),Travelstar Z5K320,2.5",5400RPM,250GB,8MB,
Supermicro HDD-T4000-ST4000NM00,,3.5",7200RPM,4TB,128MB,
IBM 90Y8572,,3.5",7200RPM,2TB,N/A,
Hitachi HUS726060ALS640,He6,3.5",7200RPM,6TB,64MB,£0.059
Samsung HN-M160MBB,Spinpoint M8,2.5",5400RPM,160GB,8MB,£0.306
Western Digital WD5000AAVS,Caviar Green,3.5",5400RPM,500GB,16MB,
Seagate ST906403N1A1AS-RK,Momentus,2.5",5400RPM,640GB,8MB,
Western Digital WD1502FYPS,RE4-GP,3.5",5400RPM,1.5TB,64MB,
Western Digital WD30EZRSDTLSP,Caviar Green,3.5",5400RPM,3TB,64MB,
Western Digital WD25EZRSDTL,Caviar Green,3.5",5400RPM,2.5TB,64MB,
Seagate ST320DM000,Barracuda,3.5",7200RPM,320GB,16MB,
Western Digital WD3200LPVT,Scorpio Blue,2.5",5400RPM,320GB,8MB,
Seagate ST2000VN000,,3.5",5900RPM,2TB,64MB,
Hitachi 0F23019,Ultrastar 7K6000,3.5",7200RPM,2TB,128MB,
Western Digital WD1500HLHX,VelociRaptor,3.5",10000RPM,150GB,32MB,
Hitachi H2IK7501672SP,Travelstar 7K750,2.5",7200RPM,750GB,16MB,
Seagate ST2000NX0353,,2.5",7200RPM,2TB,128MB,£0.173
Hitachi HDS723015BLA642,Deskstar 7K3000,3.5",7200RPM,1.5TB,64MB,
Hitachi HUC109045CSS600 (0B26012),Ultrastar C10K900,2.5",10000RPM,450GB,64MB,
Seagate ST3500418AS 25PK,Barracuda 7200.12,3.5",7200RPM,500GB,16MB,
Samsung ST250LM004,Spinpoint M8,2.5",5400RPM,250GB,8MB,
Western Digital WD200MFYYZ,WD RE,3.5",7200RPM,2TB,64MB,
Seagate ST3500320NS-IM,,3.5",7200RPM,500GB,32MB,
Seagate ST2000NM0051,Constellation ES,3.5",7200RPM,2TB,64MB,
Seagate ST905003N3A1AS-RK,Momentus,2.5",7200RPM,500GB,16MB,£0.320
Seagate ST32000646SS,Constellation ES.2,3.5",7200RPM,2TB,64MB,£0.095
Seagate ST9250611NS,Constellation.2,2.5",7200RPM,250GB,64MB,
Samsung HN-M320MBB/ST320LM001,Spinpoint M8,2.5",5400RPM,320GB,8MB,£0.102
Seagate ST320LT022,Momentus 5400.6,2.5",5400RPM,320GB,8MB,
Seagate ST2000VX002,SV35 Series,3.5",5900RPM,2TB,64MB,
Seagate ST6000NM0054,Enterprise,3.5",7200RPM,6TB,128MB,£0.054
Hitachi HUH728060ALE604 (0F23669),Ultrastar He8,3.5",7200RPM,6TB,128MB,
Seagate ST500NM0021,Constellation ES,3.5",7200RPM,500GB,64MB,
Toshiba MK1661GSYN,,2.5",7200RPM,160GB,16MB,
Seagate ST2000NX0323,,2.5",7200RPM,2TB,128MB,£0.159
Seagate ST380215AS,Barracuda 7200.10,3.5",7200RPM,80GB,2MB,
Axiom HD250SATA7-AX,,2.5",7200RPM,250GB,16MB,
Hitachi 0A57911,Travelstar 5K500.B,2.5",5400RPM,160GB,8MB,
Seagate ST2000NC001,Constellation CS,3.5",7200RPM,2TB,64MB,
Seagate ST500LT033,,2.5",5400RPM,500GB,16MB,
Toshiba HDEBC01GEA51,Product Series:AL13SE,2.5",10500RPM,600GB,64MB,
Hitachi 0Y30055,,2.5",5400RPM,500GB,8MB,£0.550
Seagate ST6000DX000,,3.5",7200RPM,6TB,128MB,
Hitachi H3IK40003272SW,,3.5",7200RPM,4TB,64MB,
Samsung HN-M500MBB,Spinpoint M8,2.5",5400RPM,500GB,8MB,
Samsung HD103UI,Spinpoint F1 EG,3.5",5400RPM,1TB,32MB,
Dell K054N,,3.5",10000RPM,600GB,16MB,£0.632
Seagate ST1000NM0043,Constellation ES.3,3.5",7200RPM,1TB,128MB,
Hitachi H3IK40003254SW,,3.5",5400RPM,4TB,32MB,
Western Digital WD1600BJKT,Scorpio Black,2.5",7200RPM,160GB,16MB,
Seagate ST980813AS,,3.5",7200RPM,80GB,8MB,
Seagate ST9250315AS,Momentus 5400.6,2.5",5400RPM,250GB,8MB,
Toshiba HDWA120XZSTA,,3.5",5700RPM,2TB,64MB,
Seagate ST33000652NS,Constellation ES.2,3.5",7200RPM,3TB,64MB,
Toshiba MD03ACA300V,MD03ACA-V,3.5",7200RPM,3TB,64MB,
Seagate ST9160511NS,Constellation,2.5",7200RPM,160GB,32MB,
Western Digital WD7500AZEX,Caviar Blue,3.5",7200RPM,750GB,64MB,
Seagate ST160LT016,Momentus 7200.4,2.5",7200RPM,160GB,16MB,
Seagate ST160LT007,Momentus Thin,2.5",7200RPM,160GB,16MB,
Seagate ST320LT014,Momentus Thin,2.5",7200RPM,320GB,16MB,
Seagate ST8000VX0022,SkyHawk,3.5",5900RPM,8TB,256MB,£0.026
Hitachi 0F23267,Ultrastar He8,3.5",7200RPM,8TB,128MB,£0.044
Western Digital WD10JFCX,Red,2.5",5400RPM,1TB,16MB,£0.049
Hitachi HUH728080ALE600,Ultrastar He8,3.5",7200RPM,8TB,128MB,£0.050
Samsung ST1000LM024,Spinpoint M8,2.5",5400RPM,1TB,8MB,£0.045
Western Digital WD8002FRYZ,Gold,3.5",7200RPM,8TB,128MB,£0.037
Toshiba MK1059GSM,,2.5",5400RPM,1TB,8MB,
Seagate ST250DM000,Barracuda,3.5",7200RPM,250GB,16MB,£0.111
Seagate ST4000NM0023,Constellation ES.3,3.5",7200RPM,4TB,128MB,£0.044
Seagate ST3750330NS,Barracuda ES,3.5",7200RPM,750GB,32MB,
Western Digital WDBH2D0020HNC-NRSN,,3.5",5900RPM,2TB,64MB,
Hitachi HDS723020BLA642,Deskstar,3.5",7200RPM,2TB,64MB,
Seagate ST3000DM002,,3.5",7200RPM,3TB,64MB,£0.033
Hitachi 0S03664,Deskstar NAS,3.5",7200RPM,4TB,64MB,
Western Digital WD3000BLFS,VelociRaptor,2.5",10000RPM,300GB,16MB,
Hitachi 0B28808,Ultrastar C10K1800,2.5",10520RPM,600GB,128MB,£0.283
Seagate ST9160412AS,Momentus 7200.4,2.5",7200RPM,160GB,16MB,£0.309
Toshiba MK3276GSX,,2.5",5400RPM,320GB,8MB,£0.077
Seagate ST6000NM0044,,3.5",7200RPM,6TB,128MB,
Hitachi 0F23268,Ultrastar He8,3.5",7200RPM,8TB,128MB,£0.046
Seagate ST32000646NS,Constellation ES.2,3.5",7200RPM,2TB,64MB,
Western Digital WD50EZRZ,Blue,3.5",5400RPM,5TB,64MB,
Toshiba PH3200U-1I72,,3.5",7200RPM,2TB,64MB,
Samsung HD103UJ,Spinpoint F1 DT,3.5",7200RPM,1TB,32MB,
Seagate ST91000640SS,Constellation.2,2.5",7200RPM,1TB,64MB,£0.113
Seagate ST31000528AS,Barracuda,3.5",7200RPM,1TB,32MB,£0.156
HP E2P03AA,,3.5",10000RPM,900GB,16MB,
Hitachi 0F23001,Ultrastar 7K6000,3.5",7200RPM,2TB,128MB,£0.102
Western Digital WD2001FASS,Caviar Black,3.5",7200RPM,2TB,64MB,
Seagate ST2000NM0024,,3.5",7200RPM,2TB,128MB,£0.078
Western Digital WD30EZRS,Caviar Green,3.5",5400RPM,3TB,64MB,
Seagate ST3000VX000,SV35.5,3.5",7200RPM,3TB,64MB,
Western Digital WD2500HHTZ,VelociRaptor,3.5",10000RPM,250GB,64MB,
Toshiba MQ01ABD032,,2.5",5400RPM,320GB,8MB,
Western Digital WD3200LPLX,Black,2.5",7200RPM,320GB,32MB,£0.141
IBM 43X0805,,3.5",15000RPM,300GB,16MB,£0.411
Western Digital WD4000FYYZ,RE,3.5",7200RPM,4TB,64MB,£0.050
Hitachi H3IKNAS40003272SN,Deskstar NAS,3.5",7200RPM,4TB,64MB,
Western Digital WD15EARS,Caviar Green,3.5",5400RPM,1.5TB,64MB,
Western Digital WD3200AVVS,AV-GP,3.5",5400RPM,320GB,8MB,
Hitachi 0B30780,Ultrastar C7K1000,2.5",7200RPM,1TB,64MB,£0.291
Western Digital WD4NPURX,Purple NV,3.5",5400RPM,4TB,64MB,£0.029
Seagate ST300MM0026,Savvio,2.5",10000RPM,300GB,64MB,£0.567
Seagate ST2000NM0023,Constellation ES.3,3.5",7200RPM,2TB,128MB,
Seagate HDD-ST91000640SS,Constellation.2,2.5",7200RPM,1TB,64MB,
Seagate ST1000NC001,Constellation CS,3.5",7200RPM,1TB,64MB,£0.255
Hitachi H3IK40003272SP,,3.5",7200RPM,4TB,64MB,
Seagate ST1000NX0353,,2.5",7200RPM,1TB,128MB,
Toshiba MK2533GSG,MKxx33GSG Series,1.8",5400RPM,250GB,16MB,
Seagate STBD1000100,Momentus LP,2.5",5400RPM,1TB,8MB,
Lenovo 0C19495,,2.5",7200RPM,500GB,32MB,
Seagate ST6000NM0034,Enterprise,3.5",7200RPM,6TB,128MB,£0.041
Hitachi HUC101212CSS600,Ultrastar C10K1200,2.5",10000RPM,1.2TB,64MB,£0.241
Seagate ST3000VX002,,3.5",5900RPM,3TB,64MB,£0.041
Seagate ST3000NM0053,Constellation<br>Product Series:ES.3,3.5",7200RPM,3TB,128MB,£0.065
Seagate ST9250411AS,Momentus 7200 FDE.2,2.5",7200RPM,250GB,16MB,
Seagate ST2000NX0343,,2.5",7200RPM,2TB,128MB,£0.143
Western Digital WD3000BLHX,VelociRaptor,2.5",10000RPM,300GB,32MB,
Western Digital WD7500AYYS,RE2,3.5",7200RPM,750GB,16MB,£0.100
Western Digital WD10EARS,Caviar Green,3.5",5400RPM,1TB,64MB,£0.099
Western Digital WD20EADS,Caviar Green,3.5",5400RPM,2TB,32MB,
Western Digital WD1600BEVT,Scorpio Blue,2.5",5400RPM,160GB,8MB,
Western Digital WD20EVDS,AV-GP,3.5",5400RPM,2TB,32MB,
Hitachi HTS545032A7E380,Travelstar Z5K500,2.5",5400RPM,320GB,8MB,
Western Digital WD60PURZ,Purple,3.5",5400RPM,6TB,64MB,£0.028
Dell F617N,,3.5",15000RPM,300GB,16MB,£0.428
Western Digital WD30EURS,AV-GP,3.5",5400RPM,3TB,64MB,£0.065
Samsung HE103UJ,Spinpoint F1 RAID,3.5",7200RPM,1TB,32MB,
Western Digital WD6001HKHG,Xe,3.5",10000RPM,600GB,32MB,
Hitachi HUS724030ALE640,Ultrastar 7K4000,3.5",7200RPM,3TB,64MB,
Toshiba HDD3A02,,3.5",7200RPM,1TB,16MB,
Western Digital WD2503ABYZ,Re,3.5",7200RPM,250GB,64MB,£0.220
Western Digital WD2500JB,Caviar SE,3.5",7200RPM,250GB,8MB,
Western Digital WD5000AVJB,AV,3.5",7200RPM,500GB,8MB,
Seagate ST31000424SS,Constellation ES,3.5",7200RPM,1TB,16MB,£0.078
Seagate ST1000NM0023,Constellation ES.3,3.5",7200RPM,1TB,128MB,£0.139
Seagate ST1000NM0001,Constellation ES,3.5",7200RPM,1TB,64MB,£0.209
Seagate ST250LT007,Momentus Thin,2.5",7200RPM,250GB,16MB,
Seagate ST31000520AS,Barracuda LP,3.5",5900RPM,1TB,32MB,
Hitachi 0F18335,,3.5",7200RPM,6TB,64MB,£0.066
Seagate ST1000NX0333,,2.5",7200RPM,1TB,128MB,£0.168
Seagate ST91000641NS,Constellation.2,2.5",7200RPM,1TB,64MB,£0.161
Western Digital WD5000BEKT,Scorpio Black,2.5",7200RPM,500GB,16MB,
Hitachi 0F20572,He6,3.5",7200RPM,6TB,64MB,£0.092
Seagate ST9500620SS,Constellation.2,2.5",7200RPM,500GB,64MB,£0.274
Western Digital WD5001F9YZ,RE,3.5",7200RPM,5TB,128MB,£0.048
Seagate ST1000NX0373,,2.5",7200RPM,1TB,128MB,£0.232
Seagate ST1000NX0363,,2.5",7200RPM,1TB,128MB,£0.253
Hitachi 0J11561,,2.5",5400RPM,500GB,8MB,
Lenovo 0A89478,,3.5",7200RPM,3TB,32MB,£0.167
Western Digital WD5000BUDT,AV-25,2.5",5400RPM,500GB,32MB,
Samsung ST750LM022/HN-M750MBB,Spinpoint M8,2.5",5400RPM,750GB,8MB,£0.114
Hitachi 0B26311,Ultrastar 7K3000,3.5",7200RPM,3TB,64MB,£0.079
Western Digital WD3201ABYS,RE2,3.5",7200RPM,320GB,16MB,
Western Digital WD1601ABYS,RE2,3.5",7200RPM,160GB,16MB,£0.645
Seagate ST2000VM002,Pipeline HD,3.5",5900RPM,2TB,64MB,
Seagate ST31000322CS,Pipeline HD,3.5",5900RPM,1TB,8MB,£0.052
Seagate ST9250410ASG,Momentus 7200.4,2.5",7200RPM,250GB,16MB,
Western Digital WD80PURZ,Purple,3.5",5400RPM,8TB,128MB,£0.027
Hitachi 5K3000,Deskstar 5K3000,3.5",5400RPM,2TB,32MB,
Seagate ST9160412ASG,Momentus 7200.4,2.5",7200RPM,160GB,16MB,
Seagate ST500NM0001,Constellation ES,3.5",7200RPM,500GB,64MB,£0.387
Western Digital WD2500BUCT,AV-25,2.5",5400RPM,250GB,16MB,
Western Digital WD2003FYYS-02W0B0,RE4,3.5",7200RPM,2TB,64MB,
Western Digital WD1600AAJB,Caviar Blue,3.5",7200RPM,160GB,8MB,
Western Digital WD10000LSRTL,Caviar Black,3.5",7200RPM,1TB,32MB,
Western Digital WDBMMA0010HNC-NRSN,,3.5",5400RPM,1TB,64MB,
Hitachi HUC109030CSS600,Ultrastar C10K900,2.5",10000RPM,300GB,64MB,£0.723
Western Digital WD4500BLHX,VelociRaptor,2.5",10000RPM,450GB,32MB,
Seagate ST3320613AS,Barracuda 7200.11,3.5",7200RPM,320GB,16MB,
Western Digital WD9001BKHG-40PK,XE,2.5",10000RPM,900GB,32MB,
Hitachi 0B26885,Ultrastar 7K4000,3.5",7200RPM,4TB,64MB,£0.073
Seagate ST6000VN0011,Enterprise NAS,3.5",7200RPM,6TB,128MB,£0.086
Hitachi 0F22819,Ultrastar 7K6000,3.5",7200RPM,2TB,128MB,
Toshiba MG03ACA100,Product Series:MG03ACA,3.5",7200RPM,1TB,64MB,£0.075
Hitachi HTS547550A9E384,,2.5",5400RPM,500GB,8MB,£0.100
Seagate ST9500420ASG,Momentus 7200.4,2.5",7200RPM,500GB,16MB,£0.556
Seagate ST250LT021,Momentus 7200.4,2.5",7200RPM,250GB,16MB,
Seagate ST903203N1A2AS-RK,Momentus,2.5",5400RPM,320GB,8MB,
Western Digital WD9001HKHG,Xe,3.5",10000RPM,900GB,32MB,
Western Digital WD5000YS,RE2,3.5",7200RPM,500GB,16MB,
Hitachi 0A57912,Travelstar 5K500.B,2.5",5400RPM,250GB,8MB,
Samsung HN-M250MBB,Spinpoint M8,2.5",5400RPM,250GB,8MB,
Western Digital WD3200BEVERTL,Scorpio Blue,2.5",5400RPM,320GB,8MB,
Toshiba AL13SEB900,Product Series:AL13SE,2.5",10500RPM,900GB,64MB,£0.271
Western Digital WD5000AZDX,Caviar Green,3.5",5400RPM,500GB,16MB,
Hitachi HUS724030ALS640,Ultrastar 7K4000,3.5",7200RPM,3TB,64MB,£0.080
Seagate ST160LT015,Momentus 5400.6,2.5",5400RPM,160GB,8MB,
Seagate ST6000NM0104,,3.5",7200RPM,6TB,128MB,
Hitachi HDS5C3030ALA630,Deskstar 5K3000,3.5",5400RPM,3TB,32MB,
Hitachi 0J26223,Travelstar,2.5",5400RPM,1TB,8MB,£0.054
Lenovo 0A65633,,2.5",5400RPM,1TB,8MB,£0.093
Hitachi 0Y30053,Travelstar 5K500.B,2.5",5400RPM,320GB,8MB,
Western Digital WD3200AACS,Caviar GP,3.5",5400RPM,320GB,16MB,
Samsung HN-M750MBB,Spinpoint M8,2.5",5400RPM,750GB,8MB,£0.114
Seagate ST91000641SS,Constellation.2,2.5",7200RPM,1TB,64MB,£0.166
Seagate ST940815A,Momentus 5400.3,2.5",5400RPM,40GB,8MB,
Western Digital WD1500HLFS,VelociRaptor,3.5",10000RPM,150GB,16MB,
Western Digital WD3202ABYS,RE3,3.5",7200RPM,320GB,16MB,£0.237
Western Digital WD5000ABPS,RE2-GP,3.5",7200RPM,500GB,16MB,
Western Digital WD6400AALX,Caviar Blue,3.5",7200RPM,640GB,32MB,
Western Digital WD3200AALX,Caviar Blue,3.5",7200RPM,320GB,32MB,
Western Digital WD6400AARS,Caviar Green,3.5",5400RPM,640GB,64MB,
Western Digital WD6400AADS,Caviar Green,3.5",5400RPM,640GB,32MB,
Western Digital WD7500AACS,Caviar Green,3.5",5400RPM,750GB,16MB,
Hitachi 0B26887,Ultrastar 7K4000,3.5",7200RPM,2TB,64MB,
Western Digital WD32000BJKT,Scorpio Black,2.5",7200RPM,320GB,16MB,
Western Digital WD2500BJKT,Scorpio Black,2.5",7200RPM,250GB,16MB,
Western Digital WDBABB2500ANC-NRSN,Scorpio Blue,2.5",5400RPM,250GB,8MB,
Western Digital WD1200BEKT,Scorpio Black,2.5",7200RPM,120GB,16MB,
Western Digital WD7500BPVT,Scorpio Blue,2.5",5400RPM,750GB,8MB,£0.065
Western Digital WD6400BEVT,Scorpio Blue,2.5",5400RPM,640GB,8MB,
Hitachi E5K500.B,Travelstar,2.5",5400RPM,160GB,8MB,
Western Digital WD1600AVJS,AV,3.5",7200RPM,160GB,8MB,
Western Digital WD7500AVDS,AV-GP,3.5",5400RPM,750GB,32MB,
Seagate ST315005N4A1AS-RK,Barracuda,3.5",5900RPM,1.5TB,32MB,£0.140
Western Digital WD3200BUDT,AV-25,2.5",5400RPM,320GB,32MB,
Western Digital WD2500BUDT,AV-25,2.5",5400RPM,250GB,32MB,
Western Digital WD1600BUDT,AV-25,2.5",5400RPM,160GB,32MB,
Hitachi 7K1000.C,Deskstar,3.5",7200RPM,750GB,32MB,
Hitachi 7K1000.C,Deskstar,3.5",7200RPM,160GB,8MB,
Hitachi 7K1000.B,Deskstar,3.5",7200RPM,750GB,16MB,
Hitachi 7K1000.B,Deskstar,3.5",7200RPM,640GB,16MB,
Hitachi 7K1000.B,Deskstar,3.5",7200RPM,500GB,16MB,
Hitachi 7K1000.B,Deskstar,3.5",7200RPM,320GB,16MB,
Hitachi 7K1000,Deskstar,3.5",7200RPM,1TB,32MB,
Samsung HN-M250MBB/ST250LM004,Spinpoint M8,2.5",5400RPM,250GB,8MB,
Hitachi 0J11562,,2.5",5400RPM,640GB,8MB,
Toshiba MK1633GSG,MKxx33GSG Series,1.8",5400RPM,160GB,16MB,
Samsung HD105SI,Spinpoint F3 EG,3.5",5400RPM,1TB,32MB,
Samsung HD754JI,Spinpoint F3 EG,3.5",5400RPM,750GB,32MB,
Samsung HD253GI,Spinpoint F3 EG,3.5",5400RPM,250GB,16MB,
Samsung HD754JJ,Spinpoint F3,3.5",7200RPM,750GB,32MB,
Samsung HD324HJ,Spinpoint F3,3.5",7200RPM,320GB,8MB,
Samsung HD253GJ,Spinpoint F3,3.5",7200RPM,250GB,16MB,
Samsung HD254GJ,Spinpoint F3,3.5",7200RPM,250GB,8MB,
Samsung HD163GJ,Spinpoint F3,3.5",7200RPM,160GB,16MB,
Samsung HD164GJ,Spinpoint F3,3.5",7200RPM,160GB,8MB,
Samsung HE642JJ,Spinpoint F3 RE,3.5",7200RPM,640GB,16MB,
Samsung HD102SI,Spinpoint F2 EG,3.5",5400RPM,1TB,16MB,
Samsung HA103UI,Spinpoint F1 EG,3.5",5400RPM,1TB,32MB,
Samsung HA753LI,Spinpoint F1 EG,3.5",5400RPM,750GB,32MB,
Samsung HA322HI,Spinpoint F1 EG,3.5",5400RPM,320GB,16MB,
Seagate ST980815A,Momentus 5400.3,2.5",5400RPM,80GB,8MB,
Samsung HD753LI,Spinpoint F1 EG,3.5",5400RPM,750GB,32MB,
Samsung HD642JI,Spinpoint F1 EG,3.5",5400RPM,640GB,16MB,
Samsung HD502JI,Spinpoint F1 EG,3.5",5400RPM,500GB,16MB,
Samsung HD322HI,Spinpoint F1 EG,3.5",5400RPM,320GB,16MB,
Samsung HD252HI,Spinpoint F1 EG,3.5",5400RPM,250GB,16MB,
Samsung ST640LM001/HN-M640MBB,Spinpoint M8,2.5",5400RPM,640GB,8MB,
Toshiba MK5061GSYN,,2.5",7200RPM,500GB,16MB,
Toshiba HDD2K12,,2.5",5400RPM,750GB,8MB,
Samsung HE322HJ,Spinpoint F1 RAID,3.5",7200RPM,320GB,16MB,
Samsung HA101UJ,Spinpoint F1 CE,3.5",7200RPM,1TB,32MB,
Samsung HA751LJ,Spinpoint F1 CE,3.5",7200RPM,750GB,32MB,
Samsung HA642JJ,Spinpoint F1 CE,3.5",7200RPM,640GB,16MB,
Samsung HA501IJ,Spinpoint F1 CE,3.5",7200RPM,500GB,16MB,
Samsung HA321HJ,Spinpoint F1 CE,3.5",7200RPM,320GB,8MB,
Samsung HA251HJ,Spinpoint F1 CE,3.5",7200RPM,250GB,8MB,
Samsung HM640JJ,Spinpoint MP4,2.5",7200RPM,640GB,16MB,
Samsung HM320HJ,Spinpoint MP4,2.5",7200RPM,320GB,16MB,
Samsung HM250HJ,Spinpoint MP4,2.5",7200RPM,250GB,16MB,
Samsung HM120GI,Spinpoint M7,2.5",5400RPM,120GB,8MB,
Samsung HM161HI,Spinpoint M7,2.5",5400RPM,160GB,8MB,
Samsung HM320II,Spinpoint M7,2.5",5400RPM,320GB,8MB,
Samsung HM500JI,Spinpoint M7,2.5",5400RPM,500GB,8MB,
Samsung HM501II,Spinpoint M7E,2.5",5400RPM,500GB,8MB,
Samsung HM321HI,Spinpoint M7E,2.5",5400RPM,320GB,8MB,
Samsung HM251HI,Spinpoint M7E,2.5",5400RPM,250GB,8MB,
Samsung HM161GI,Spinpoint M7E,2.5",5400RPM,160GB,8MB,£0.349
Toshiba MQ01ABD075,,2.5",5400RPM,750GB,8MB,
Hitachi HUH728080AL4201 (0F23653),Ultrastar He8,3.5",7200RPM,8TB,128MB,
Western Digital RFHWD3000HLFS,VelociRaptor,3.5",10000RPM,300GB,16MB,
Western Digital WD2500AVJS,AV,3.5",7200RPM,250GB,8MB,
Hitachi HTE543225A7A384,Travelstar Z5K320,2.5",5400RPM,250GB,8MB,
Hitachi 0J11283,Travelstar Z5K500,2.5",5400RPM,320GB,8MB,
Seagate ST4000VX002,Surveillance HDD,3.5",5400RPM,4TB,64MB,£0.050
Western Digital WD5000LUCT (OEM),AV-25,2.5",5400RPM,500GB,16MB,
Seagate ST3000VX006,SV35 Series,3.5",5900RPM,3TB,64MB,
Hitachi H3IK40003254SP,,3.5",5400RPM,4TB,32MB,
Hitachi 0A57915,Travelstar 5K500.B,2.5",5400RPM,500GB,8MB,
Hitachi HDS723030ALA640,Deskstar 7K3000,3.5",7200RPM,3TB,64MB,£0.057
Western Digital WD1500BLHX,VelociRaptor,2.5",10000RPM,150GB,32MB,
Seagate ST9500421AS,Momentus 7200 FDE.2,2.5",7200RPM,500GB,16MB,
Samsung HA642JI,Spinpoint F1 EG,3.5",5400RPM,640GB,16MB,
Seagate ST903203N3A1AS-RK,Momentus,2.5",7200RPM,320GB,16MB,
Western Digital WDBMYH3200ANC-NRSN,,2.5",5400RPM,320GB,8MB,
Hitachi LYSB00TQ7YJ4G-ELECTRNCS,,3.5",7200RPM,2TB,64MB,
Hitachi 7K1000.C,Deskstar 7K1000.C,3.5",7200RPM,160GB,8MB,
Seagate ST6000VX0011,Surveillance HDD,3.5",5400RPM,6TB,128MB,£0.032
Toshiba MK1656GSY,,2.5",7200RPM,160GB,16MB,
Toshiba MK3261GSYN,,2.5",7200RPM,320GB,16MB,£0.219
Samsung HD321HJ,Spinpoint F1 DT,3.5",7200RPM,320GB,8MB,
Seagate ST600MM0158,,2.5",10000RPM,600GB,128MB,£0.345
Samsung HD162GJ,Spinpoint F1 DT,3.5",7200RPM,160GB,16MB,
Seagate ST900MM0128,,2.5",10000RPM,900GB,128MB,
Seagate ST500LT032,,2.5",5400RPM,500GB,16MB,£0.196
Western Digital WDBAAX3200ENC-NRSN,Caviar Blue,3.5",7200RPM,320GB,16MB,
Seagate ST31000426SS,Constellation ES,3.5",7200RPM,1TB,16MB,
Hitachi 0S03230,Deskstar,3.5",5400RPM,3TB,32MB,
Western Digital WD3200BJKT-00F4T0,Scorpio Black,2.5",7200RPM,320GB,16MB,
Hitachi 0S03355,,3.5",7200RPM,4TB,64MB,
Samsung HE252HJ,Spinpoint F1 RAID,3.5",7200RPM,250GB,16MB,
Toshiba MQ01ABC150,,2.5",5400RPM,1.5TB,8MB,
Hitachi HMH7210A0ALN600,Ultrastar Archive Ha10,3.5",7200RPM,10TB,256MB,
Hitachi HMH7210A0ALE604,Ultrastar Archive Ha10,3.5",7200RPM,10TB,256MB,
Hitachi HMH7210A0ALE600,Ultrastar Archive Ha10,3.5",7200RPM,10TB,256MB,
Hitachi HMH7210A0AL4600,Ultrastar Archive Ha10,3.5",7200RPM,10TB,256MB,
Hitachi HMH7210A0AL4604,Ultrastar Archive Ha10,3.5",7200RPM,10TB,256MB,
Western Digital WD3200KSRTL,Caviar SE16,3.5",7200RPM,320GB,16MB,
Western Digital WD3200BUCT,AV-25,2.5",5400RPM,320GB,16MB,
Western Digital WD200MFYYG,WD RE,3.5",7200RPM,2TB,32MB,
Seagate ST3160215A,Barracuda,3.5",7200RPM,160GB,2MB,
Hitachi 0F10381,,3.5",7200RPM,500GB,16MB,
Hitachi H3IK40003272SW,,3.5",7200RPM,4TB,64MB,£0.075
Western Digital WD30EZRSDTL,Caviar Green,3.5",5400RPM,3TB,64MB,
Samsung ST750LM002/HN-M750MBB,Spinpoint M8,2.5",5400RPM,750GB,8MB,
Western Digital WD5000JBRTL,Caviar SE,3.5",7200RPM,500GB,8MB,
Western Digital WD20000CSRTL,Caviar Green,3.5",5400RPM,2TB,32MB,
Seagate ST31500541AS,Barracuda LP,3.5",5900RPM,1.5TB,32MB,£0.142
Toshiba P000539200,,2.5",5400RPM,640GB,16MB,
Seagate ST3000NC000,Constellation CS ISE,3.5",7200RPM,3TB,64MB,£0.114
Western Digital WD1501FASS,Caviar Black,3.5",7200RPM,1.5TB,64MB,
Seagate ST3160813AS,Barracuda,3.5",7200RPM,160GB,8MB,£0.762
Lenovo 0C19494,,2.5",15000RPM,300GB,32MB,
Seagate ST9500622NS,Constellation.2,2.5",7200RPM,500GB,64MB,
Seagate ST1000VX003,Surveillance HDD,3.5",5900RPM,1TB,64MB,
Lenovo 4N40A33711,,3.5",7200RPM,3TB,64MB,
Hitachi HDS721075DLE630,Deskstar 7K1000.D,3.5",7200RPM,750GB,32MB,
